Prov 1:1 [מִשְׁלֵי] [שְׁלֹמֹה] [בֶן] [דָּוִד] king [יִשְׂרָאֵל] | [KJV:] The proverbs of Solomon the son of David, king of Israel;
Prov 13:4 [מִתְאַוָּה] [וָאַיִן] [נְַשׁוֹ] [עָצֵל] [וְנֶֶשׁ] [חָרֻצִים] [תְּדֻשָּׁן] | [KJV:] The soul of the sluggard desireth, and hath nothing: but the soul of the diligent shall be made fat.
Prov 13:5 [דְּבַר] [שֶׁקֶר] [יִשְׂנָא] [צַדִּיק] [וְרָשָׁע] [יַבְאִישׁ] [וְיַחְִּיר] | [KJV:] A righteous man hateth lying: but a wicked man is loathsome, and cometh to shame.
Prov 13:6 [צְדָקָה] [תִּצֹּר] [תָּם] [דָּרֶךְ] [וְרִשְׁעָה] [תְַּלֵּף] [חַטָּאת] | [KJV:] Righteousness keepeth him that is upright in the way: but wickedness overthroweth the sinner.
Prov 13:7 [יֵשׁ] [מִתְעַשֵּׁר] [וְאֵין] all [מִתְרוֹשֵׁשׁ] [וְהוֹן] [רָב] | [KJV:] There is that maketh himself rich, yet hath nothing: there is that maketh himself poor, yet hath great riches.
Prov 13:8 [כֶֹּר] [נֶֶשׁ] man [עָשְׁרוֹ] [וְרָשׁ] not [שָׁמַע] [גְּעָרָה] | [KJV:] The ransom of a man's life are his riches: but the poor heareth not rebuke.
Prov 13:9 light [צַדִּיקִים] [יִשְׂמָח] [וְנֵר] [רְשָׁעִים] [יִדְעָךְ] | [KJV:] The light of the righteous rejoiceth: but the lamp of the wicked shall be put out.
Prov 13:10 only [בְּזָדוֹן] [יִתֵּן] [מַצָּה] and [with/acc] [נוֹעָצִים] [חָכְמָה] | [KJV:] Only by pride cometh contention: but with the well advised is wisdom.
Prov 13:11 [הוֹן] [מֵהֶבֶל] [יִמְעָט] [וְקֹבֵץ] upon hand [יַרְבֶּה] | [KJV:] Wealth gotten by vanity shall be diminished: but he that gathereth by labour shall increase.
Prov 13:12 [תּוֹחֶלֶת] [מְמֻשָּׁכָה] [מַחֲלָה] heart [וְעֵץ] [חַיִּים] [תַּאֲוָה] [בָאָה] | [KJV:] Hope deferred maketh the heart sick: but when the desire cometh, it is a tree of life.
Prov 13:13 [בָּז] [לְדָבָר] [יֵחָבֶל] to him [וִירֵא] [מִצְוָה] he [יְשֻׁלָּם] | [KJV:] Whoso despiseth the word shall be destroyed: but he that feareth the commandment shall be rewarded.
Prov 13:14 law of wise [מְקוֹר] [חַיִּים] [לָוּר] [מִמֹּקְשֵׁי] [מָוֶת] | [KJV:] The law of the wise is a fountain of life, to depart from the snares of death.
Prov 13:15 [שֵׂכֶל] good [יִתֶּן] grace [וְדֶרֶךְ] [בֹּגְדִים] [אֵיתָן] | [KJV:] Good understanding giveth favour: but the way of transgressors is hard.
Prov 13:16 [כָּל] [עָרוּם] [יַעֲשֶׂה] [בְדָעַת] [וּכְִיל] [יְִרֹשׂ] [אִוֶּלֶת] | [KJV:] Every prudent man dealeth with knowledge: but a fool layeth open his folly.
Prov 13:17 [מַלְאָךְ] [רָשָׁע] [יִֹּל] [בְּרָע] [וְצִיר] [אֱמוּנִים] [מַרְֵּא] | [KJV:] A wicked messenger falleth into mischief: but a faithful ambassador is health.
Prov 13:18 [רֵישׁ] [וְקָלוֹן] [ּוֹרֵעַ] [מוָּר] [וְשׁוֹמֵר] [תּוֹכַחַת] [יְכֻבָּד] | [KJV:] Poverty and shame shall be to him that refuseth instruction: but he that regardeth reproof shall be honoured.
Prov 13:19 [תַּאֲוָה] [נִהְיָה] [תֶעֱרַב] [לְנֶָשׁ] [וְתוֹעֲבַת] [כְִּילִים] [וּר] [מֵרָע] | [KJV:] The desire accomplished is sweet to the soul: but it is abomination to fools to depart from evil.
Prov 13:20 [הֹלֵוךְ] [with] [חֲכָמִים] [וֶחְכָּם] [וְרֹעֶה] [כְִילִים] [יֵרוֹעַ] | [KJV:] He that walketh with wise men shall be wise: but a companion of fools shall be destroyed.
Prov 13:21 [חַטָּאִים] [תְּרַדֵּף] [רָעָה] and [with/acc] [צַדִּיקִים] [יְשַׁלֶּם] good | [KJV:] Evil pursueth sinners: but to the righteous good shall be repayed.
Prov 13:22 good [יַנְחִיל] [בְּנֵי] [בָנִים] [וְצָוּן] [לַצַּדִּיק] [חֵיל] [חוֹטֵא] | [KJV:] A good man leaveth an inheritance to his children's children: and the wealth of the sinner is laid up for the just.
Prov 13:23 [רָב] [אֹכֶל] [נִיר] [רָאשִׁים] [וְיֵשׁ] [נְִֶּה] [בְּלֹא] [מִשְָּׁט] | [KJV:] Much food is in the tillage of the poor: but there is that is destroyed for want of judgment.
Prov 13:24 [חוֹשֵׂךְ] [שִׁבְטוֹ] [שׂוֹנֵא] [בְנוֹ] [וְאֹהֲבוֹ] [שִׁחֲרוֹ] [מוָּר] | [KJV:] He that spareth his rod hateth his son: but he that loveth him chasteneth him betimes.
Prov 13:25 [צַדִּיק] [אֹכֵל] [לְשֹׂבַע] [נְַשׁוֹ] [וּבֶטֶן] [רְשָׁעִים] [תֶּחְָר] | [KJV:] The righteous eateth to the satisfying of his soul: but the belly of the wicked shall want.
Prov 14:1 [חַכְמוֹת] [נָשִׁים] [בָּנְתָה] [בֵיתָהּ] [וְאִוֶּלֶת] [בְּיָדֶיהָ] [תֶהֶרְֶנּוּ] | [KJV:] Every wise woman buildeth her house: but the foolish plucketh it down with her hands.
Prov 14:2 [הוֹלֵךְ] [בְּיָשְׁרוֹ] [יְרֵא] YHWH/[the] LORD [וּנְלוֹז] [דְּרָכָיו] [בּוֹזֵהוּ] | [KJV:] He that walketh in his uprightness feareth the Lord: but he that is perverse in his ways despiseth him.
Prov 14:3 [בְִּי] [אֱוִיל] [חֹטֶר] [גַּאֲוָה] [וְשְִׂתֵי] [חֲכָמִים] [תִּשְׁמוּרֵם] | [KJV:] In the mouth of the foolish is a rod of pride: but the lips of the wise shall preserve them.
Prov 14:4 [בְּאֵין] [אֲלִָים] [אֵבוּ] [בָּר] [וְרָב] [תְּבוּאוֹת] [בְּכֹחַ] [שׁוֹר] | [KJV:] Where no oxen are, the crib is clean: but much increase is by the strength of the ox.
Prov 14:5 [עֵד] [אֱמוּנִים] not [יְכַזֵּב] [וְיִָיחַ] [כְּזָבִים] [עֵד] [שָׁקֶר] | [KJV:] A faithful witness will not lie: but a false witness will utter lies.
Prov 14:6 [בִּקֶּשׁ] [לֵץ] [חָכְמָה] [וָאָיִן] [וְדַעַת] [לְנָבוֹן] [נָקָל] | [KJV:] A scorner seeketh wisdom, and findeth it not: but knowledge is easy unto him that understandeth.
Prov 14:7 [לֵךְ] [מִנֶּגֶד] [לְאִישׁ] [כְִּיל] [וּבַל] [יָדַעְתָּ] [שְִׂתֵי] [דָעַת] | [KJV:] Go from the presence of a foolish man, when thou perceivest not in him the lips of knowledge.
Prov 14:8 [חָכְמַת] [עָרוּם] [הָבִין] [דַּרְכּוֹ] [וְאִוֶּלֶת] [כְִּילִים] [מִרְמָה] | [KJV:] The wisdom of the prudent is to understand his way: but the folly of fools is deceit.
Prov 14:9 [אֱוִלִים] [יָלִיץ] [אָשָׁם] and between [יְשָׁרִים] [רָצוֹן] | [KJV:] Fools make a mock at sin: but among the righteous there is favour.
Prov 14:10 heart [he] knows [מָרַּת] [נְַשׁוֹ] [וּבְשִׂמְחָתוֹ] not [יִתְעָרַב] [זָר] | [KJV:] The heart knoweth his own bitterness; and a stranger doth not intermeddle with his joy.
Prov 14:11 [בֵּית] [רְשָׁעִים] [יִשָּׁמֵד] [וְאֹהֶל] [יְשָׁרִים] [יְַרִיחַ] | [KJV:] The house of the wicked shall be overthrown: but the tabernacle of the upright shall flourish.
Prov 14:12 [יֵשׁ] [דֶּרֶךְ] [יָשָׁר] [לְִנֵי] man [וְאַחֲרִיתָהּ] [דַּרְכֵי] [מָוֶת] | [KJV:] There is a way which seemeth right unto a man, but the end thereof are the ways of death.
Prov 14:13 [גַּם] [בִּשְׂחוֹק] [יִכְאַב] heart [וְאַחֲרִיתָהּ] [שִׂמְחָה] [תוּגָה] | [KJV:] Even in laughter the heart is sorrowful; and the end of that mirth is heaviness.
Prov 14:14 [מִדְּרָכָיו] [יִשְׂבַּע] [וּג] heart [וּמֵעָלָיו] man good | [KJV:] The backslider in heart shall be filled with his own ways: and a good man shall be satisfied from himself.
Prov 14:15 [ֶּתִי] [יַאֲמִין] to all [דָּבָר] [וְעָרוּם] [יָבִין] [לַאֲשֻׁרוֹ] | [KJV:] The simple believeth every word: but the prudent man looketh well to his going.
Prov 14:16 wise [יָרֵא] [וְָר] [מֵרָע] [וּכְִיל] [מִתְעַבֵּר] [וּבוֹטֵחַ] | [KJV:] A wise man feareth, and departeth from evil: but the fool rageth, and is confident.
Prov 14:17 [קְצַר] [אַַּיִם] [יַעֲשֶׂה] [אִוֶּלֶת] and a man [מְזִמּוֹת] [יִשָּׂנֵא] | [KJV:] He that is soon angry dealeth foolishly: and a man of wicked devices is hated.
Prov 14:18 [נָחֲלוּ] [ְתָאיִם] [אִוֶּלֶת] [וַעֲרוּמִים] [יַכְתִּרוּ] [דָעַת] | [KJV:] The simple inherit folly: but the prudent are crowned with knowledge.
Prov 14:19 [שַׁחוּ] [רָעִים] [לְִנֵי] [טוֹבִים] [וּרְשָׁעִים] upon [שַׁעֲרֵי] [צַדִּיק] | [KJV:] The evil bow before the good; and the wicked at the gates of the righteous.
Prov 14:20 [גַּם] [לְרֵעֵהוּ] [יִשָּׂנֵא] [רָשׁ] [וְאֹהֲבֵי] [עָשִׁיר] [רַבִּים] | [KJV:] The poor is hated even of his own neighbour: but the rich hath many friends.
Prov 14:21 [בָּז] [לְרֵעֵהוּ] [חוֹטֵא] [וּמְחוֹנֵן] [עֲנָיִים] [אַשְׁרָיו] | [KJV:] He that despiseth his neighbour sinneth: but he that hath mercy on the poor, happy is he.
Prov 14:22 [הֲלוֹא] [יִתְעוּ] [חֹרְשֵׁי] [רָע] [וְחֶֶד] [וֶאֱמֶת] [חֹרְשֵׁי] good | [KJV:] Do they not err that devise evil? but mercy and truth shall be to them that devise good.
Prov 14:23 [בְּכָל] [עֶצֶב] he will be [מוֹתָר] [וּדְבַר] [שְָׂתַיִם] only/however [לְמַחְוֹר] | [KJV:] In all labour there is profit: but the talk of the lips tendeth only to penury.
Prov 14:24 [עֲטֶרֶת] [חֲכָמִים] [עָשְׁרָם] [אִוֶּלֶת] [כְִּילִים] [אִוֶּלֶת] | [KJV:] The crown of the wise is their riches: but the foolishness of fools is folly.
Prov 14:25 [מַצִּיל] [נְָשׁוֹת] [עֵד] truth [וְיִָחַ] [כְּזָבִים] [מִרְמָה] | [KJV:] A true witness delivereth souls: but a deceitful witness speaketh lies.
Prov 14:26 [בְּיִרְאַת] YHWH/[the] LORD [מִבְטַח] [עֹז] [וּלְבָנָיו] he will be [מַחְֶה]
Prov 14:27 [יִרְאַת] YHWH/[the] LORD [מְקוֹר] [חַיִּים] [לָוּר] [מִמֹּקְשֵׁי] [מָוֶת] | [KJV:] The fear of the Lord is a fountain of life, to depart from the snares of death.
Prov 14:28 [בְּרָב] people [הַדְרַת] king [וּבְאֶֶ] [לְאֹם] [מְחִתַּת] [רָזוֹן] | [KJV:] In the multitude of people is the king's honour: but in the want of people is the destruction of the prince.
Prov 14:29 [אֶרֶךְ] [אַַּיִם] many/much [תְּבוּנָה] [וּקְצַר] spirit/wind [מֵרִים] [אִוֶּלֶת] | [KJV:] He that is slow to wrath is of great understanding: but he that is hasty of spirit exalteth folly.
Prov 14:30 [חַיֵּי] [בְשָׂרִים] heart [מַרְֵּא] [וּרְקַב] [עֲצָמוֹת] [קִנְאָה] | [KJV:] A sound heart is the life of the flesh: but envy the rottenness of the bones.
Prov 14:31 [עֹשֵׁק] [דָּל] [חֵרֵף] [עֹשֵׂהוּ] [וּמְכַבְּדוֹ] [חֹנֵן] needy | [KJV:] He that oppresseth the poor reproacheth his Maker: but he that honoureth him hath mercy on the poor.
Prov 14:32 [בְּרָעָתוֹ] [יִדָּחֶה] [רָשָׁע] [וְחֶֹה] [בְמוֹתוֹ] [צַדִּיק] | [KJV:] The wicked is driven away in his wickedness: but the righteous hath hope in his death.
Prov 14:33 [בְּלֵב] [נָבוֹן] [תָּנוּחַ] [חָכְמָה] [וּבְקֶרֶב] [כְִּילִים] [תִּוָּדֵעַ] | [KJV:] Wisdom resteth in the heart of him that hath understanding: but that which is in the midst of fools is made known.
Prov 14:34 [צְדָקָה] [תְרוֹמֵם] nation [וְחֶֶד] [לְאֻמִּים] [חַטָּאת] | [KJV:] Righteousness exalteth a nation: but sin is a reproach to any people.
Prov 14:35 [רְצוֹן] king [לְעֶבֶד] [מַשְׂכִּיל] [וְעֶבְרָתוֹ] [תִּהְיֶה] [מֵבִישׁ] | [KJV:] The king's favour is toward a wise servant: but his wrath is against him that causeth shame.
Prov 15:1 [מַעֲנֶה] [רַּךְ] [יָשִׁיב] [חֵמָה] [וּדְבַר] [עֶצֶב] he will go up [אָף] | [KJV:] A soft answer turneth away wrath: but grievous words stir up anger.
Prov 15:2 [לְשׁוֹן] [חֲכָמִים] [תֵּיטִיב] [דָּעַת] [וִּי] [כְִילִים] [יַבִּיעַ] [אִוֶּלֶת] | [KJV:] The tongue of the wise useth knowledge aright: but the mouth of fools poureth out foolishness.
Prov 15:3 [בְּכָל] [מָקוֹם] [עֵינֵי] YHWH/[the] LORD [צֹוֹת] [רָעִים] [וְטוֹבִים] | [KJV:] The eyes of the Lord are in every place, beholding the evil and the good.
Prov 15:4 [מַרְֵּא] [לָשׁוֹן] tree [חַיִּים] [וְֶלֶף] [בָּהּ] [שֶׁבֶר] [בְּרוּחַ] | [KJV:] A wholesome tongue is a tree of life: but perverseness therein is a breach in the spirit.
Prov 15:5 [אֱוִיל] [יִנְאַץ] [מוַּר] his father [וְשֹׁמֵר] [תּוֹכַחַת] [יַעְרִם] | [KJV:] A fool despiseth his father's instruction: but he that regardeth reproof is prudent.
Prov 15:6 [בֵּית] [צַדִּיק] [חֶֹן] [רָב] [וּבִתְבוּאַת] [רָשָׁע] [נֶעְכָּרֶת] | [KJV:] In the house of the righteous is much treasure: but in the revenues of the wicked is trouble.
Prov 15:7 [שְִׂתֵי] [חֲכָמִים] [יְזָרוּ] [דָעַת] [וְלֵב] [כְִּילִים] not [כֵן] | [KJV:] The lips of the wise disperse knowledge: but the heart of the foolish doeth not so.
Prov 15:8 [זֶבַח] [רְשָׁעִים] [תּוֹעֲבַת] YHWH/[the] LORD [וּתְִלַּת] [יְשָׁרִים] [רְצוֹנוֹ] | [KJV:] The sacrifice of the wicked is an abomination to the Lord: but the prayer of the upright is his delight.
Prov 15:9 [תּוֹעֲבַת] YHWH/[the] LORD [דֶּרֶךְ] [רָשָׁע] [וּמְרַדֵּף] [צְדָקָה] [יֶאֱהָב] | [KJV:] The way of the wicked is an abomination unto the Lord: but he loveth him that followeth after righteousness.
Prov 15:10 [מוָּר] [רָע] [לְעֹזֵב] [אֹרַח] [שׂוֹנֵא] [תוֹכַחַת] [יָמוּת] | [KJV:] Correction is grievous unto him that forsaketh the way: and he that hateth reproof shall die.
Prov 15:11 [שְׁאוֹל] [וַאֲבַדּוֹן] [נֶגֶד] YHWH/[the] LORD [אַף] [כִּי] [לִבּוֹת] [בְּנֵי] man/mankind | [KJV:] Hell and destruction are before the Lord: how much more then the hearts of the children of men?
Prov 15:12 not [יֶאֱהַב] [לֵץ] [הוֹכֵחַ] to him to/toward [חֲכָמִים] not [יֵלֵךְ]
Prov 15:13 heart [שָׂמֵחַ] [יֵיטִב] [ָּנִים] [וּבְעַצְּבַת] heart spirit/wind [נְכֵאָה] | [KJV:] A merry heart maketh a cheerful countenance: but by sorrow of the heart the spirit is broken.
Prov 15:14 heart [נָבוֹן] [יְבַקֶּשׁ] [דָּעַת] [וְּנֵי] [כְִילִים] [יִרְעֶה] [אִוֶּלֶת] | [KJV:] The heart of him that hath understanding seeketh knowledge: but the mouth of fools feedeth on foolishness.
Prov 15:15 [כָּל] [יְמֵי] poor [רָעִים] [וְטוֹב] heart [מִשְׁתֶּה] [תָמִיד] | [KJV:] All the days of the afflicted are evil: but he that is of a merry heart hath a continual feast.
Prov 15:16 good [מְעַט] [בְּיִרְאַת] YHWH/[the] LORD [מֵאוֹצָר] [רָב] [וּמְהוּמָה] in him/it
Prov 15:17 good [אֲרֻחַת] [יָרָק] [וְאַהֲבָה] [שָׁם] [מִשּׁוֹר] [אָבוּ] [וְשִׂנְאָה] in him/it | [KJV:] Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.
Prov 15:18 man [חֵמָה] [יְגָרֶה] [מָדוֹן] [וְאֶרֶך] [אַַּיִם] [יַשְׁקִיט] [רִיב] | [KJV:] A wrathful man stirreth up strife: but he that is slow to anger appeaseth strife.
Prov 15:19 [דֶּרֶךְ] [עָצֵל] [כִּמְשֻׂכַת] [חָדֶק] [וְאֹרַח] [יְשָׁרִים] [ְלֻלָה] | [KJV:] The way of the slothful man is as an hedge of thorns: but the way of the righteous is made plain.
Prov 15:20 [בֵּן] wise [יְשַׂמַּח] father [וּכְִיל] man/mankind [בּוֹזֶה] [אִמּוֹ] | [KJV:] A wise son maketh a glad father: but a foolish man despiseth his mother.
Prov 15:21 [אִוֶּלֶת] [שִׂמְחָה] [לַחֲַר] heart and a man [תְּבוּנָה] [יְיַשֶּׁר] [לָכֶת] | [KJV:] Folly is joy to him that is destitute of wisdom: but a man of understanding walketh uprightly.
Prov 15:22 [הֵָר] [מַחֲשָׁבוֹת] [בְּאֵין] [וֹד] [וּבְרֹב] [יוֹעֲצִים] [תָּקוּם] | [KJV:] Without counsel purposes are disappointed: but in the multitude of counsellors they are established.
Prov 15:23 [שִׂמְחָה] [לָאִישׁ] [בְּמַעֲנֵה] [ִיו] [וְדָבָר] [בְּעִתּוֹ] what [טּוֹב] | [KJV:] A man hath joy by the answer of his mouth: and a word spoken in due season, how good is it!
